query_id,embedding_type,query_niche_id,source_slice,target_slice,niche_query_k
227,scgpt,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,C57BL6J-638850.31,3
228,gene_expr,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,C57BL6J-638850.31,3
229,gene_expr_quest,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.096,3
230,scgpt,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.096,3
231,gene_expr,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.096,3
232,gene_expr_quest,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.097,3
233,scgpt,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.097,3
234,gene_expr,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.097,3
235,gene_expr_quest,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.098,3
236,scgpt,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.098,3
237,gene_expr,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.098,3
238,gene_expr_quest,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.099,3
239,scgpt,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.099,3
240,gene_expr,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-1.099,3
241,gene_expr_quest,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.001,3
242,scgpt,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.001,3
243,gene_expr,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.001,3
244,gene_expr_quest,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.002,3
245,scgpt,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.002,3
246,gene_expr,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.002,3
247,gene_expr_quest,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.004,3
248,scgpt,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.004,3
249,gene_expr,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.004,3
250,gene_expr_quest,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.005,3
251,scgpt,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.005,3
252,gene_expr,C57BL6J-638850.30_query_niche_9_15,C57BL6J-638850.30,Zhuang-ABCA-3.005,3
253,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.28,3
254,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.28,3
255,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.28,3
256,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.29,3
257,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.29,3
258,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.29,3
259,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.30,3
260,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.30,3
261,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.30,3
262,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.31,3
263,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.31,3
264,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,C57BL6J-638850.31,3
265,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.096,3
266,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.096,3
267,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.096,3
268,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.097,3
269,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.097,3
270,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.097,3
271,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.098,3
272,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.098,3
273,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.098,3
274,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.099,3
275,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.099,3
276,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-1.099,3
277,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.001,3
278,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.001,3
279,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.001,3
280,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.002,3
281,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.002,3
282,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.002,3
283,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.004,3
284,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.004,3
285,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.004,3
286,gene_expr_quest,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.005,3
287,scgpt,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.005,3
288,gene_expr,C57BL6J-638850.31_query_niche_9_15,C57BL6J-638850.31,Zhuang-ABCA-3.005,3
